Park_Name,Width_ft,Class,Surface,Gen_Topog,Difficulty,Trail_Name,ParkID,TrailMarkersInstalled,Latitude,Longitude
Blue Heron Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,R119,No,-74.16786132981022,40.53541456191573
Blue Heron Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy, flat terrain  uneven treadway  slight elevation change,N/A,R119,No,-74.16848245515406,40.53596298023587
Blue Heron Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy, flat terrain  uneven treadway  slight elevation change,N/A,R119,No,-74.16879029598411,40.53639082418377
Blue Heron Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,R119,Yes,-74.16971650113967,40.53765145741376
Blue Heron Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Holdridge Woods Trail,R119,Yes,-74.16935206119608,40.536142170456266
Blue Heron Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Holdridge Woods Trail,R119,Yes,-74.16865489426402,40.536424557060414
Blue Heron Park,2 feet to less than 4 feet,Class IV : Highly Developed,Paved,Level, flat and smooth,Spring Pond Trail/Meadow Trail,R119,Yes,-74.17729410615466,40.530518921185354
Blue Heron Park,2 feet to less than 4 feet,Class IV : Highly Developed,Paved,Level, flat and smooth,Spring Pond Trail/Meadow Trail,R119,Yes,-74.17718368480247,40.53022639252542
Blue Heron Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,R119,No,-74.16778072876969,40.53498845211963
Blue Heron Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,R119,No,-74.16770508045688,40.534869647778976
Blue Heron Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,R119,No,-74.1676787364715,40.535026390023916
Blue Heron Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy, flat terrain  uneven treadway  slight elevation change,N/A,R119,No,-74.16800144628924,40.53536013341584
Blue Heron Park,Less than 2 feet,Class I : Minimal/Undeveloped,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Holdridge Woods Trail,R119,Yes,-74.17044376784872,40.5373032991196
Blue Heron Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Holdridge Woods Trail,R119,Yes,-74.16830221578867,40.53657722345903
Blue Heron Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Holdridge Woods Trail,R119,Yes,-74.16939702897069,40.53612168822517
Blue Heron Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Wavy, flat terrain  uneven treadway  slight elevation change,N/A,R119,No,-74.16939702897069,40.53612168822517
Richmond Parkway,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Sloped, flat terrain  uneven treadway  slight elevation change,Paulo's Peak Trail,R065,Yes,-74.13004982750395,40.584273626275525
Pugsley Creek Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,X088,No,-73.85587585703593,40.814107141026064
Willowbrook Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,R030,Yes,-74.1545352693852,40.59929530551501
Kissena Corridor Park,Over 8 feet,Class IV : Highly Developed,Wood Chips,Level, flat terrain  uneven treadway  slight elevation change,White Loop,Q300,Yes,-73.82273059686936,40.74750590323982
Kissena Corridor Park,Over 8 feet,Class IV : Highly Developed,Wood Chips,Level, flat terrain  uneven treadway  slight elevation change,N/A,Q300,No,-73.82290442655814,40.747421803837675
Kissena Corridor Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,Greenway,Q300,Yes,-73.81793696652333,40.74500628680841
Kissena Corridor Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,Greenway,Q300,Yes,-73.81754024503903,40.74597752110299
Kissena Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,Greenway,Q024,Yes,-73.80625710297805,40.74714164829582
Sherman Creek,2 feet to less than 4 feet,Class III : Developed/Improved,Crushed Rock,Level, flat terrain  uneven treadway  slight elevation change,N/A,M300,No,-73.92184092281299,40.857742535899
Sherman Creek,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,M300,No,-73.92155882429724,40.85756089644511
McGuire Fields,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Bridle Trail,B166D,No,-73.89789443183352,40.61491745833996
McGuire Fields,2 feet to less than 4 feet,Class I : Minimal/Undeveloped,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,B166D,No,-73.89813257026866,40.61507598220838
McGuire Fields,2 feet to less than 4 feet,Class I : Minimal/Undeveloped,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,B166D,No,-73.8982470339006,40.61513914801033
McGuire Fields,2 feet to less than 4 feet,Class I : Minimal/Undeveloped,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,B166D,No,-73.89789443183352,40.61491745833996
Highland Park,4 feet to less than 6 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,Q020,No,-73.88926087857949,40.68585901324564
McGuire Fields,Over 8 feet,Class IV : Highly Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Bridle Trail,B166D,No,-73.89792423364707,40.61463520552186
Soundview Park,4 feet to less than 6 feet,Class III : Developed/Improved,Gravel,Level, flat terrain  uneven treadway  slight elevation change,N/A,X118,No,-73.87093571272139,40.814779061318944
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Concrete,Level, flat and smooth,N/A,X118,No,-73.86464885422473,40.81142016964596
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Concrete,Level, flat and smooth,N/A,X118,No,-73.86465644335438,40.81142235325935
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Concrete,Level, flat and smooth,N/A,X118,No,-73.86462599892192,40.81174702199055
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Concrete,Level, flat and smooth,N/A,X118,No,-73.86462599892192,40.81174702199055
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Concrete,Level, flat and smooth,N/A,X118,No,-73.86462584398288,40.81192691439986
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Concrete,Level, flat and smooth,N/A,X118,No,-73.86474227582706,40.81243051524934
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Concrete,Level, flat and smooth,N/A,X118,No,-73.86453844179407,40.81174999255095
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Concrete,Level, flat and smooth,N/A,X118,No,-73.8643647107667,40.81144415548032
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Concrete,Level, flat and smooth,N/A,X118,No,-73.8637102133683,40.81047617062073
Soundview Park,2 feet to less than 4 feet,Class III : Developed/Improved,Sand,Level, flat terrain  uneven treadway  slight elevation change,N/A,X118,No,-73.86132237338435,40.81002906742921
Soundview Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,X118,No,-73.86192590500553,40.81013848382687
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,X118,No,-73.87125190148969,40.81504819546327
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,Bronx River Greenway,X118,No,-73.8715032526327,40.81610988460151
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,X118,No,-73.87421282378149,40.81939074374352
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,Bronx River Greenway,X118,No,-73.87727293822621,40.81884397176403
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,X118,No,-73.87727293822621,40.81884397176403
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,Bronx River Greenway,X118,No,-73.8779296439058,40.81872748625739
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,X118,No,-73.8779296439058,40.81872748625739
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,Bronx River Greenway,X118,No,-73.87826334719371,40.81864777854377
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,Bronx River Greenway,X118,No,-73.87974029992006,40.818392437254495
Willowbrook Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Sloped, flat terrain  uneven treadway  slight elevation change,N/A,R030,Yes,-74.1545304047498,40.599293483993144
Willowbrook Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,White Trail,R030,Yes,-74.15726202339593,40.60583950016082
Fairview Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Sandy Ground Trail/Blue Trail,R153,Yes,-74.23420216638208,40.53184587423616
Ocean Breeze Park,6 feet to less than 8 feet,Class IV : Highly Developed,Sand,Level, flat terrain  uneven treadway  slight elevation change,Blue Loop,R149,Yes,-74.075716068026,40.587560544613694
Ocean Breeze Park,6 feet to less than 8 feet,Class IV : Highly Developed,Sand,Level, flat terrain  uneven treadway  slight elevation change,Blue Loop,R149,Yes,-74.0758423222417,40.58760852860026
Fairview Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Wavy, flat terrain  uneven treadway  slight elevation change,Blue Trail,R153,Yes,-74.23534597851624,40.52959571889826
Fairview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,Blue Trail,R153,Yes,-74.2345194713203,40.52953299079486
Fairview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,R153,No,-74.23300135415707,40.53046559205567
Fairview Park,6 feet to less than 8 feet,Class V : Fully Developed,Concrete,Sloped, flat and smooth,N/A,R153,No,-74.23300135415707,40.53046559205567
Fairview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,R153,No,-74.23295774336202,40.5309489973006
Fairview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Wavy, flat and smooth,N/A,R153,No,-74.23285026755345,40.5317046085454
Fairview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Wavy, flat and smooth,N/A,R153,No,-74.23287448111894,40.531704530615464
Fairview Park,6 feet to less than 8 feet,Class V : Fully Developed,Dirt,Wavy, flat terrain  uneven treadway  slight elevation change,N/A,R153,No,-74.23329187243343,40.53173091796182
Fairview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Wavy, flat and smooth,N/A,R153,No,-74.23376971718002,40.53175626216883
Fairview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,Sandy Ground Trail,R153,Yes,-74.23388472050073,40.53112974112552
Fairview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,Sandy Ground Trail,R153,Yes,-74.23404013227069,40.53072158926009
Fairview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,R153,No,-74.23359060709389,40.530461173411894
Bronx Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Blue Trail,X002,Yes,-73.8733417967695,40.87333910048892
Seton Falls Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Blue Trail,X046,Yes,-73.83879491645155,40.88752976629694
Seton Falls Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Blue Trail,X046,Yes,-73.83975860423062,40.88802259492376
Kissena Park,Over 8 feet,Class IV : Highly Developed,Paved,Level, flat and smooth,N/A,Q024,No,-73.7966544482076,40.74660599799447
Kissena Park,Over 8 feet,Class IV : Highly Developed,Paved,Level, flat and smooth,N/A,Q024,No,-73.79754480078813,40.74651222598631
Kissena Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Pink Loop/Blue Loop,Q024,Yes,-73.8072598546842,40.74272528501037
Kissena Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Pink Loop/Blue Loop,Q024,Yes,-73.80707663284525,40.74268357643631
Kissena Corridor Park,6 feet to less than 8 feet,Class IV : Highly Developed,Dirt,Wavy, flat terrain  uneven treadway  slight elevation change,Orange Trail,Q300,Yes,-73.82273059686936,40.74750590323982
Kissena Corridor Park,Over 8 feet,Class IV : Highly Developed,Paved,Level, flat and smooth,N/A,Q300,No,-73.82434232193124,40.748603906265984
Kissena Corridor Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy, flat terrain  uneven treadway  slight elevation change,N/A,Q300,No,-73.82407034698673,40.7502044032388
Kissena Corridor Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy, flat terrain  uneven treadway  slight elevation change,N/A,Q300,No,-73.8243353887304,40.75026104536014
Kissena Corridor Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy, flat terrain  uneven treadway  slight elevation change,N/A,Q300,No,-73.82332183278196,40.749946719088356
Richmond Parkway,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy, moderate elevation change  welll-graded trail  flat trail with rough treadway,"Blue Trail, Yellow Trail",R065,Yes,-74.12246497374665,40.58741332931522
High Rock Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Sloped, moderate elevation change  welll-graded trail  flat trail with rough treadway,"Gretta Moulton Trail, Yellow Trail",R088,Yes,-74.1278447039309,40.583903853917064
High Rock Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Yellow Trail,R088,Yes,-74.12509104718816,40.585474490067845
High Rock Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Wavy, flat terrain  uneven treadway  slight elevation change,Yellow Trail,R088,Yes,-74.12588682089088,40.58498490991482
High Rock Park,2 feet to less than 4 feet,Class IV : Highly Developed,Dirt,Sloped, strenuous climbs of moderate duration  short but steep climbs,Yellow Trail,R088,Yes,-74.12581682940471,40.58496011319217
High Rock Park,,Class III : Developed/Improved,Dirt,Wavy, flat terrain  uneven treadway  slight elevation change,Yellow Trail,R088,Yes,-74.12532809398327,40.58516728168261
Reed's Basket Willow Swamp,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Wavy, flat terrain  uneven treadway  slight elevation change,Orange Trail,R118,Yes,-74.10183114030767,40.6019501588659
Willowbrook Parkway,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,"White Trail, Blue Trail",R047,Yes,-74.12801108670979,40.57968256225148
Willowbrook Parkway,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,"White Trail, Blue Trail",R047,Yes,-74.12783631646181,40.57979047044305
Willowbrook Parkway,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Sloped, strenuous climbs of moderate duration  short but steep climbs,N/A,R047,No,-74.13051699350925,40.583299940063405
Willowbrook Parkway,4 feet to less than 6 feet,Class IV : Highly Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,R047,Yes,-74.13113410240105,40.57047506179807
Willowbrook Parkway,4 feet to less than 6 feet,Class IV : Highly Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,R047,Yes,-74.13134852985117,40.57048648853
Willowbrook Parkway,4 feet to less than 6 feet,Class IV : Highly Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,R047,No,-74.1316530561307,40.57054951712473
Cunningham Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Wavy, flat terrain  uneven treadway  slight elevation change,Orange Trail,Q021,Yes,-73.76163865179916,40.73048340769894
Jamaica Bay Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy, flat terrain  uneven treadway  slight elevation change,Blue Trail,Q309,Yes,-73.76559662235557,40.61154498539854
Jamaica Bay Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy, flat terrain  uneven treadway  slight elevation change,Blue Trail,Q309,Yes,-73.76365458061389,40.611426314192
Deere Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Blue Trail,R115,Yes,-74.10675367588549,40.60627775743518
Deere Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Blue Trail,R115,Yes,-74.10641554681376,40.60593784823658
Blood Root Valley,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Wavy, flat terrain  uneven treadway  slight elevation change,Blue Trail,R129,Yes,-74.12992110005088,40.59644105737936
Richmond Parkway,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,N/A,R065,No,-74.13059101290388,40.58591740449999
Kissena Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,Greenway,Q024,Yes,-73.80607410318554,40.746616191641024
Kissena Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,Greenway,Q024,Yes,-73.80806222062061,40.7467301376462
Clove Lakes Park,6 feet to less than 8 feet,Class IV : Highly Developed,Gravel,Level, flat terrain  uneven treadway  slight elevation change,N/A,R005,No,-74.11429619359612,40.61749965033659
Richmond Parkway,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Sloped, moderate elevation change  welll-graded trail  flat trail with rough treadway,Blue Trail,R065,Yes,-74.11701797672198,40.58854420252027
Richmond Parkway,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Sloped, moderate elevation change  welll-graded trail  flat trail with rough treadway,Blue Trail,R065,Yes,-74.1162809682976,40.590455114268444
Richmond Parkway,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Sloped, moderate elevation change  welll-graded trail  flat trail with rough treadway,Blue Trail,R065,Yes,-74.11922509707476,40.58796701467617
Richmond Parkway,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy, moderate elevation change  welll-graded trail  flat trail with rough treadway,Yellow Trail,R065,Yes,-74.11814409953166,40.58891815985635
Deere Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Blue Trail,R115,Yes,-74.11418656068606,40.604213496421224
Reed's Basket Willow Swamp,4 feet to less than 6 feet,Class IV : Highly Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Orange Trail,R118,Yes,-74.10428549813128,40.60140611702855
Reed's Basket Willow Swamp,4 feet to less than 6 feet,Class IV : Highly Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Orange Trail,R118,Yes,-74.10531218699377,40.60179371406592
Arden Woods,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,"White Trail, Orange Trail",R120,Yes,-74.19103952698796,40.55872332334559
Arden Woods,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,"White Trail, Orange Trail",R120,Yes,-74.19282105920439,40.558242014616674
Arden Woods,4 feet to less than 6 feet,Class II : Simple/Minor Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,"Blue Trail, Orange Trail",R120,Yes,-74.1919755752232,40.555357243264005
Arden Woods,4 feet to less than 6 feet,Class II : Simple/Minor Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,"Blue Trail, Orange Trail",R120,Yes,-74.1928528834547,40.55616964008334
Arden Woods,4 feet to less than 6 feet,Class II : Simple/Minor Developed,Dirt,Level, flat terrain  uneven treadway  slight elevation change,"Blue Trail, Orange Trail",R120,Yes,-74.19320489508897,40.556524865087454
Inwood Hill Park,Over 8 feet,Class V : Fully Developed,Paved,Sloped, flat terrain  uneven treadway  slight elevation change,White Trail,M042,Yes,-73.92398518562675,40.873590373571076
Riverdale Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Sloped, flat terrain  uneven treadway  slight elevation change,Blue Trail,X142,Yes,-73.91840342205819,40.89105827437823
Van Cortlandt Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,Alternate Old Croton Aqueduct Trail,X092,Yes,-73.88745846360294,40.88493507567851
Van Cortlandt Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,Alternate Old Croton Aqueduct Trail,X092,Yes,-73.88788266295025,40.88870552998055
Van Cortlandt Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,Bike Path,X092,Yes,-73.89202690195108,40.889057053294536
Van Cortlandt Park,Over 8 feet,Class V : Fully Developed,Paved,Level, flat and smooth,N/A,X092,No,-73.87792076587529,40.89662629070372
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Biking Trail,Q021,No,-73.76598992530951,40.74181603981361
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Biking Trail,Q021,No,-73.7669443945069,40.74135731560289
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy, strenuous climbs of moderate duration  short but steep climbs,Biking Trail,Q021,No,-73.76817716657378,40.73914903447574
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy, flat terrain  uneven treadway  slight elevation change,Biking Trail,Q021,No,-73.76947802472432,40.74135629580723
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Biking Trail,Q021,No,-73.7679911755193,40.74246132846038
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Biking Trail,Q021,No,-73.76783712241844,40.74231833939961
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level, flat terrain  uneven treadway  slight elevation change,Biking Trail,Q021,No,-73.76806367039443,40.742183441080165
