Park_Name,Width_ft,Class,Surface,Gen_Topog,Trail_Name,Borough,TrailMarkersInstalled,Latitude,Longitude,Difficulty
Highland Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Brooklyn,No,-73.88888022154944,40.68405636824633,easy
Highland Park,Over 8 feet,Class V : Fully Developed,Paved,Wavy,,Brooklyn,No,-73.88904864195189,40.68402149894288,hard
Highland Park,Over 8 feet,Class V : Fully Developed,Paved,Sloped,,Brooklyn,No,-73.88937927618646,40.68425219682061,hard
Highland Park,Over 8 feet,Class V : Fully Developed,Paved,Wavy,,Brooklyn,No,-73.88308252578358,40.68514964937889,easy
Highland Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Brooklyn,No,-73.88304760136008,40.68508088751685,easy
Highland Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Brooklyn,No,-73.883838021151,40.686288228992765,easy
Highland Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level,,Brooklyn,No,-73.88440154282843,40.68616202744652,easy
Highland Park,Over 8 feet,Class V : Fully Developed,Paved,Wavy,,Brooklyn,No,-73.884204386019,40.68667242539752,easy
Highland Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Brooklyn,No,-73.89377944434207,40.685118268367255,easy
Highland Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Wavy,,Brooklyn,No,-73.89321900231968,40.684355900003645,hard
Highland Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Brooklyn,No,-73.8926637123456,40.683481449278695,easy
Highland Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Brooklyn,No,-73.89218696961628,40.68277933965668,easy
Highland Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level,,Brooklyn,No,-73.89249578400671,40.68315735217696,easy
Blue Heron Park,4 feet to less than 6 feet,Class III : Developed/Improved,Boardwalk,Level,Meadow Trail,Staten Island,Yes,-74.17393780303964,40.53187077737118,hard
Blue Heron Park,4 feet to less than 6 feet,Class III : Developed/Improved,Boardwalk,Level,Meadow Trail,Staten Island,Yes,-74.17380783013286,40.5316584267567,hard
Blue Heron Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Level,,Staten Island,No,-74.16786132981022,40.53541456191573,hard
Blue Heron Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy,,Staten Island,No,-74.16848245515406,40.53596298023587,hard
Blue Heron Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy,,Staten Island,No,-74.16879029598411,40.53639082418377,hard
Blue Heron Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level,,Staten Island,Yes,-74.16971650113967,40.53765145741376,hard
Blue Heron Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Holdridge Woods Trail,Staten Island,Yes,-74.16935206119608,40.536142170456266,hard
Blue Heron Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Holdridge Woods Trail,Staten Island,Yes,-74.16865489426402,40.536424557060414,hard
Blue Heron Park,2 feet to less than 4 feet,Class IV : Highly Developed,Paved,Level,Spring Pond Trail/Meadow Trail,Staten Island,Yes,-74.17729410615466,40.53051892118536,easy
Blue Heron Park,2 feet to less than 4 feet,Class IV : Highly Developed,Paved,Level,Spring Pond Trail/Meadow Trail,Staten Island,Yes,-74.17718368480247,40.53022639252542,easy
Blue Heron Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Level,,Staten Island,No,-74.16778072876969,40.53498845211963,hard
Blue Heron Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Level,,Staten Island,No,-74.16770508045688,40.534869647778976,hard
Blue Heron Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Level,,Staten Island,No,-74.1676787364715,40.53502639002392,hard
Blue Heron Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy,,Staten Island,No,-74.16800144628924,40.53536013341584,hard
Blue Heron Park,Less than 2 feet,Class I : Minimal/Undeveloped,Dirt,Level,Holdridge Woods Trail,Staten Island,Yes,-74.17044376784872,40.5373032991196,hard
Blue Heron Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Holdridge Woods Trail,Staten Island,Yes,-74.16830221578867,40.53657722345903,hard
Blue Heron Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Holdridge Woods Trail,Staten Island,Yes,-74.16939702897069,40.53612168822517,hard
Blue Heron Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Wavy,,Staten Island,No,-74.16939702897069,40.53612168822517,hard
Richmond Parkway,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Sloped,Paulo's Peak Trail,Staten Island,Yes,-74.13004982750395,40.584273626275525,hard
Pugsley Creek Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Bronx,No,-73.85587585703593,40.814107141026064,easy
Willowbrook Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Level,,Staten Island,Yes,-74.1545352693852,40.59929530551501,hard
Kissena Corridor Park,Over 8 feet,Class IV : Highly Developed,Wood Chips,Level,White Loop,Queens,Yes,-73.82273059686936,40.74750590323982,hard
Kissena Corridor Park,Over 8 feet,Class IV : Highly Developed,Wood Chips,Level,,Queens,No,-73.82290442655814,40.74742180383768,hard
Kissena Corridor Park,Over 8 feet,Class V : Fully Developed,Paved,Level,Greenway,Queens,Yes,-73.81793696652333,40.74500628680841,easy
Kissena Corridor Park,Over 8 feet,Class V : Fully Developed,Paved,Level,Greenway,Queens,Yes,-73.81754024503903,40.74597752110299,easy
Kissena Park,Over 8 feet,Class V : Fully Developed,Paved,Level,Greenway,Queens,Yes,-73.80625710297805,40.74714164829582,easy
Sherman Creek,2 feet to less than 4 feet,Class III : Developed/Improved,Crushed Rock,Level,,Manhattan,No,-73.92184092281299,40.857742535899,hard
Sherman Creek,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level,,Manhattan,No,-73.92155882429724,40.85756089644511,hard
McGuire Fields,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Level,Bridle Trail,Brooklyn,No,-73.89789443183352,40.61491745833996,hard
McGuire Fields,2 feet to less than 4 feet,Class I : Minimal/Undeveloped,Dirt,Level,,Brooklyn,No,-73.89813257026866,40.61507598220838,hard
McGuire Fields,2 feet to less than 4 feet,Class I : Minimal/Undeveloped,Dirt,Level,,Brooklyn,No,-73.8982470339006,40.61513914801033,hard
McGuire Fields,2 feet to less than 4 feet,Class I : Minimal/Undeveloped,Dirt,Level,,Brooklyn,No,-73.89789443183352,40.61491745833996,hard
Highland Park,4 feet to less than 6 feet,Class V : Fully Developed,Paved,Level,,Queens,No,-73.88926087857949,40.68585901324564,easy
McGuire Fields,Over 8 feet,Class IV : Highly Developed,Dirt,Level,Bridle Trail,Brooklyn,No,-73.89792423364707,40.61463520552186,hard
Soundview Park,4 feet to less than 6 feet,Class III : Developed/Improved,Gravel,Level,,Bronx,No,-73.87093571272139,40.814779061318944,hard
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Concrete,Level,,Bronx,No,-73.86464885422473,40.81142016964596,easy
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Concrete,Level,,Bronx,No,-73.86465644335438,40.81142235325935,easy
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Concrete,Level,,Bronx,No,-73.86462599892192,40.81174702199055,easy
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Concrete,Level,,Bronx,No,-73.86462599892192,40.81174702199055,easy
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Concrete,Level,,Bronx,No,-73.86462584398288,40.81192691439986,easy
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Concrete,Level,,Bronx,No,-73.86474227582706,40.81243051524934,easy
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Concrete,Level,,Bronx,No,-73.86453844179407,40.81174999255095,easy
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Concrete,Level,,Bronx,No,-73.8643647107667,40.81144415548032,easy
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Concrete,Level,,Bronx,No,-73.8637102133683,40.81047617062073,easy
Soundview Park,2 feet to less than 4 feet,Class III : Developed/Improved,Sand,Level,,Bronx,No,-73.86132237338435,40.81002906742921,hard
Soundview Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,,Bronx,No,-73.86192590500553,40.81013848382687,hard
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level,,Bronx,No,-73.87125190148969,40.81504819546327,easy
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level,Bronx River Greenway,Bronx,No,-73.8715032526327,40.81610988460151,easy
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level,,Bronx,No,-73.87421282378149,40.81939074374352,easy
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level,Bronx River Greenway,Bronx,No,-73.87727293822621,40.81884397176403,easy
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level,,Bronx,No,-73.87727293822621,40.81884397176403,easy
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level,Bronx River Greenway,Bronx,No,-73.8779296439058,40.81872748625739,easy
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level,,Bronx,No,-73.8779296439058,40.81872748625739,easy
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level,Bronx River Greenway,Bronx,No,-73.87826334719371,40.81864777854377,easy
Soundview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level,Bronx River Greenway,Bronx,No,-73.87974029992006,40.818392437254495,easy
Willowbrook Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Sloped,,Staten Island,Yes,-74.1545304047498,40.59929348399314,hard
Willowbrook Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level,White Trail,Staten Island,Yes,-74.15726202339593,40.60583950016082,easy
Fairview Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level,Sandy Ground Trail/Blue Trail,Staten Island,Yes,-74.23420216638208,40.53184587423616,hard
Ocean Breeze Park,6 feet to less than 8 feet,Class IV : Highly Developed,Sand,Level,Blue Loop,Staten Island,Yes,-74.075716068026,40.587560544613694,hard
Ocean Breeze Park,6 feet to less than 8 feet,Class IV : Highly Developed,Sand,Level,Blue Loop,Staten Island,Yes,-74.0758423222417,40.58760852860026,hard
Fairview Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Wavy,Blue Trail,Staten Island,Yes,-74.23534597851624,40.52959571889826,hard
Fairview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level,Blue Trail,Staten Island,Yes,-74.2345194713203,40.52953299079486,easy
Fairview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level,,Staten Island,No,-74.23300135415707,40.53046559205567,easy
Fairview Park,6 feet to less than 8 feet,Class V : Fully Developed,Concrete,Sloped,,Staten Island,No,-74.23300135415707,40.53046559205567,easy
Fairview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level,,Staten Island,No,-74.23295774336202,40.5309489973006,easy
Fairview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Wavy,,Staten Island,No,-74.23285026755345,40.5317046085454,easy
Fairview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Wavy,,Staten Island,No,-74.23287448111894,40.53170453061546,easy
Fairview Park,6 feet to less than 8 feet,Class V : Fully Developed,Dirt,Wavy,,Staten Island,No,-74.23329187243343,40.53173091796182,hard
Fairview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Wavy,,Staten Island,No,-74.23376971718002,40.53175626216883,easy
Fairview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level,Sandy Ground Trail,Staten Island,Yes,-74.23388472050073,40.53112974112552,easy
Fairview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level,Sandy Ground Trail,Staten Island,Yes,-74.23404013227069,40.53072158926009,easy
Fairview Park,6 feet to less than 8 feet,Class V : Fully Developed,Paved,Level,,Staten Island,No,-74.23359060709389,40.53046117341189,easy
Bronx Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Blue Trail,Bronx,Yes,-73.8733417967695,40.87333910048892,hard
Seton Falls Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Blue Trail,Bronx,Yes,-73.83879491645155,40.88752976629694,hard
Seton Falls Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Blue Trail,Bronx,Yes,-73.83975860423062,40.88802259492376,hard
Kissena Park,Over 8 feet,Class IV : Highly Developed,Paved,Level,,Queens,No,-73.7966544482076,40.74660599799447,easy
Kissena Park,Over 8 feet,Class IV : Highly Developed,Paved,Level,,Queens,No,-73.79754480078813,40.74651222598631,easy
Kissena Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level,Pink Loop/Blue Loop,Queens,Yes,-73.8072598546842,40.74272528501037,hard
Kissena Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level,Pink Loop/Blue Loop,Queens,Yes,-73.80707663284525,40.74268357643631,hard
Kissena Corridor Park,6 feet to less than 8 feet,Class IV : Highly Developed,Dirt,Wavy,Orange Trail,Queens,Yes,-73.82273059686936,40.74750590323982,hard
Kissena Corridor Park,Over 8 feet,Class IV : Highly Developed,Paved,Level,,Queens,No,-73.82434232193124,40.748603906265984,easy
Kissena Corridor Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy,,Queens,No,-73.82407034698673,40.7502044032388,hard
Kissena Corridor Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy,,Queens,No,-73.8243353887304,40.75026104536014,hard
Kissena Corridor Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy,,Queens,No,-73.82332183278196,40.74994671908836,hard
Richmond Parkway,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy,"Blue Trail, Yellow Trail",Staten Island,Yes,-74.12246497374665,40.58741332931522,medium
High Rock Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Sloped,"Gretta Moulton Trail, Yellow Trail",Staten Island,Yes,-74.1278447039309,40.58390385391706,medium
High Rock Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Yellow Trail,Staten Island,Yes,-74.12509104718816,40.585474490067845,hard
High Rock Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Wavy,Yellow Trail,Staten Island,Yes,-74.12588682089088,40.58498490991482,hard
High Rock Park,2 feet to less than 4 feet,Class IV : Highly Developed,Dirt,Sloped,Yellow Trail,Staten Island,Yes,-74.12581682940471,40.58496011319217,hard
High Rock Park,,Class III : Developed/Improved,Dirt,Wavy,Yellow Trail,Staten Island,Yes,-74.12532809398327,40.58516728168261,hard
Reed's Basket Willow Swamp,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Wavy,Orange Trail,Staten Island,Yes,-74.10183114030767,40.6019501588659,hard
Willowbrook Parkway,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level,"White Trail, Blue Trail",Staten Island,Yes,-74.12801108670979,40.57968256225148,hard
Willowbrook Parkway,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level,"White Trail, Blue Trail",Staten Island,Yes,-74.12783631646181,40.57979047044305,hard
Willowbrook Parkway,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Sloped,,Staten Island,No,-74.13051699350925,40.583299940063405,hard
Willowbrook Parkway,4 feet to less than 6 feet,Class IV : Highly Developed,Dirt,Level,,Staten Island,Yes,-74.13113410240105,40.57047506179807,hard
Willowbrook Parkway,4 feet to less than 6 feet,Class IV : Highly Developed,Dirt,Level,,Staten Island,Yes,-74.13134852985117,40.57048648853,hard
Willowbrook Parkway,4 feet to less than 6 feet,Class IV : Highly Developed,Dirt,Level,,Staten Island,No,-74.1316530561307,40.57054951712473,hard
Cunningham Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Wavy,Orange Trail,Queens,Yes,-73.76163865179916,40.73048340769894,hard
Jamaica Bay Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy,Blue Trail,Queens,Yes,-73.76559662235557,40.61154498539854,hard
Jamaica Bay Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy,Blue Trail,Queens,Yes,-73.76365458061389,40.611426314192,hard
Deere Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level,Blue Trail,Staten Island,Yes,-74.10675367588549,40.60627775743518,hard
Deere Park,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level,Blue Trail,Staten Island,Yes,-74.10641554681376,40.60593784823658,hard
Blood Root Valley,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Wavy,Blue Trail,Staten Island,Yes,-74.12992110005088,40.59644105737936,hard
Richmond Parkway,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,,Staten Island,No,-74.13059101290388,40.58591740449999,hard
Kissena Park,Over 8 feet,Class V : Fully Developed,Paved,Level,Greenway,Queens,Yes,-73.80607410318554,40.746616191641024,easy
Kissena Park,Over 8 feet,Class V : Fully Developed,Paved,Level,Greenway,Queens,Yes,-73.80806222062061,40.7467301376462,easy
Clove Lakes Park,6 feet to less than 8 feet,Class IV : Highly Developed,Gravel,Level,,Staten Island,No,-74.11429619359612,40.61749965033659,hard
Richmond Parkway,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Sloped,Blue Trail,Staten Island,Yes,-74.11701797672198,40.58854420252027,medium
Richmond Parkway,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Sloped,Blue Trail,Staten Island,Yes,-74.1162809682976,40.59045511426845,medium
Richmond Parkway,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Sloped,Blue Trail,Staten Island,Yes,-74.11922509707476,40.58796701467617,medium
Richmond Parkway,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy,Yellow Trail,Staten Island,Yes,-74.11814409953166,40.58891815985635,medium
Deere Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Blue Trail,Staten Island,Yes,-74.11418656068606,40.60421349642122,hard
Reed's Basket Willow Swamp,4 feet to less than 6 feet,Class IV : Highly Developed,Dirt,Level,Orange Trail,Staten Island,Yes,-74.10428549813128,40.60140611702855,hard
Reed's Basket Willow Swamp,4 feet to less than 6 feet,Class IV : Highly Developed,Dirt,Level,Orange Trail,Staten Island,Yes,-74.10531218699377,40.60179371406592,hard
Arden Woods,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level,"White Trail, Orange Trail",Staten Island,Yes,-74.19103952698796,40.55872332334559,hard
Arden Woods,4 feet to less than 6 feet,Class III : Developed/Improved,Dirt,Level,"White Trail, Orange Trail",Staten Island,Yes,-74.19282105920439,40.558242014616674,hard
Arden Woods,4 feet to less than 6 feet,Class II : Simple/Minor Developed,Dirt,Level,"Blue Trail, Orange Trail",Staten Island,Yes,-74.1919755752232,40.555357243264005,hard
Arden Woods,4 feet to less than 6 feet,Class II : Simple/Minor Developed,Dirt,Level,"Blue Trail, Orange Trail",Staten Island,Yes,-74.1928528834547,40.55616964008334,hard
Arden Woods,4 feet to less than 6 feet,Class II : Simple/Minor Developed,Dirt,Level,"Blue Trail, Orange Trail",Staten Island,Yes,-74.19320489508897,40.556524865087454,hard
Inwood Hill Park,Over 8 feet,Class V : Fully Developed,Paved,Sloped,White Trail,Manhattan,Yes,-73.92398518562675,40.87359037357108,hard
Riverdale Park,2 feet to less than 4 feet,Class II : Simple/Minor Developed,Dirt,Sloped,Blue Trail,Bronx,Yes,-73.91840342205819,40.89105827437823,hard
Van Cortlandt Park,Over 8 feet,Class V : Fully Developed,Paved,Level,Alternate Old Croton Aqueduct Trail,Bronx,Yes,-73.88745846360294,40.88493507567851,easy
Van Cortlandt Park,Over 8 feet,Class V : Fully Developed,Paved,Level,Alternate Old Croton Aqueduct Trail,Bronx,Yes,-73.88788266295025,40.88870552998055,easy
Van Cortlandt Park,Over 8 feet,Class V : Fully Developed,Paved,Level,Bike Path,Bronx,Yes,-73.89202690195108,40.889057053294536,easy
Van Cortlandt Park,Over 8 feet,Class V : Fully Developed,Paved,Level,,Bronx,No,-73.87792076587529,40.89662629070372,easy
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.76598992530951,40.74181603981361,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.7669443945069,40.74135731560289,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy,Biking Trail,Queens,No,-73.76817716657378,40.73914903447574,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy,Biking Trail,Queens,No,-73.76947802472432,40.74135629580723,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.7679911755193,40.74246132846038,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.76783712241844,40.74231833939961,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.76806367039443,40.742183441080165,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.76825532741812,40.741353050423086,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.76788236855982,40.7405656216658,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.76799013015662,40.740631454491215,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.76612839798743,40.74027906441955,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.76710841699163,40.74136757282511,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.7673333849713,40.7414072870741,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.76725820716564,40.74118363393068,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.77473328047675,40.74183905823203,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.77463959652286,40.74236563185556,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy,Biking Trail,Queens,No,-73.77230972381567,40.74149000576147,medium
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy,Biking Trail,Queens,No,-73.77399445374638,40.74131906645391,medium
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy,Biking Trail,Queens,No,-73.77327089589771,40.74159096530296,medium
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy,Biking Trail,Queens,No,-73.77365992103054,40.74024857100783,medium
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy,Biking Trail,Queens,No,-73.7730987890618,40.74022244075851,medium
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Wavy,Biking Trail,Queens,No,-73.77322008182651,40.7405306811736,medium
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.77111115221882,40.73748998789112,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.77099882033788,40.73754957558913,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.77116427010938,40.73810999053849,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.77139694389508,40.738381201936335,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.77146258402927,40.739010128062255,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.77078369428939,40.73847170719033,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.77111754672435,40.73970627039694,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.77044124170844,40.7383638229048,hard
Cunningham Park,2 feet to less than 4 feet,Class III : Developed/Improved,Dirt,Level,Biking Trail,Queens,No,-73.77040753349938,40.73817352555484,hard
